,annotations
2213,"(array([[13]], dtype=uint8), array([[14]], dtype=uint8), array([[301]], dtype=uint16), array([[155]], dtype=uint8), array([[18]], dtype=uint8), array(['02214.jpg'], dtype='<U9'))"
2214,"(array([[126]], dtype=uint8), array([[27]], dtype=uint8), array([[522]], dtype=uint16), array([[445]], dtype=uint16), array([[58]], dtype=uint8), array(['02215.jpg'], dtype='<U9'))"
2215,"(array([[89]], dtype=uint8), array([[42]], dtype=uint8), array([[868]], dtype=uint16), array([[504]], dtype=uint16), array([[100]], dtype=uint8), array(['02216.jpg'], dtype='<U9'))"
2216,"(array([[35]], dtype=uint8), array([[81]], dtype=uint8), array([[428]], dtype=uint16), array([[294]], dtype=uint16), array([[139]], dtype=uint8), array(['02217.jpg'], dtype='<U9'))"
2217,"(array([[328]], dtype=uint16), array([[274]], dtype=uint16), array([[1017]], dtype=uint16), array([[689]], dtype=uint16), array([[145]], dtype=uint8), array(['02218.jpg'], dtype='<U9'))"
2218,"(array([[34]], dtype=uint8), array([[33]], dtype=uint8), array([[663]], dtype=uint16), array([[401]], dtype=uint16), array([[149]], dtype=uint8), array(['02219.jpg'], dtype='<U9'))"
2219,"(array([[73]], dtype=uint8), array([[164]], dtype=uint8), array([[936]], dtype=uint16), array([[471]], dtype=uint16), array([[13]], dtype=uint8), array(['02220.jpg'], dtype='<U9'))"
2220,"(array([[55]], dtype=uint8), array([[68]], dtype=uint8), array([[529]], dtype=uint16), array([[450]], dtype=uint16), array([[32]], dtype=uint8), array(['02221.jpg'], dtype='<U9'))"
2221,"(array([[29]], dtype=uint8), array([[66]], dtype=uint8), array([[597]], dtype=uint16), array([[228]], dtype=uint8), array([[59]], dtype=uint8), array(['02222.jpg'], dtype='<U9'))"
2222,"(array([[11]], dtype=uint8), array([[98]], dtype=uint8), array([[734]], dtype=uint16), array([[463]], dtype=uint16), array([[85]], dtype=uint8), array(['02223.jpg'], dtype='<U9'))"
2223,"(array([[7]], dtype=uint8), array([[61]], dtype=uint8), array([[290]], dtype=uint16), array([[205]], dtype=uint8), array([[80]], dtype=uint8), array(['02224.jpg'], dtype='<U9'))"
2224,"(array([[14]], dtype=uint8), array([[58]], dtype=uint8), array([[488]], dtype=uint16), array([[273]], dtype=uint16), array([[91]], dtype=uint8), array(['02225.jpg'], dtype='<U9'))"
2225,"(array([[109]], dtype=uint8), array([[163]], dtype=uint8), array([[553]], dtype=uint16), array([[425]], dtype=uint16), array([[117]], dtype=uint8), array(['02226.jpg'], dtype='<U9'))"
2226,"(array([[86]], dtype=uint8), array([[68]], dtype=uint8), array([[199]], dtype=uint8), array([[158]], dtype=uint8), array([[165]], dtype=uint8), array(['02227.jpg'], dtype='<U9'))"
2227,"(array([[38]], dtype=uint8), array([[134]], dtype=uint8), array([[463]], dtype=uint16), array([[311]], dtype=uint16), array([[137]], dtype=uint8), array(['02228.jpg'], dtype='<U9'))"
2228,"(array([[107]], dtype=uint8), array([[445]], dtype=uint16), array([[884]], dtype=uint16), array([[665]], dtype=uint16), array([[158]], dtype=uint8), array(['02229.jpg'], dtype='<U9'))"
2229,"(array([[28]], dtype=uint8), array([[32]], dtype=uint8), array([[340]], dtype=uint16), array([[178]], dtype=uint8), array([[69]], dtype=uint8), array(['02230.jpg'], dtype='<U9'))"
2230,"(array([[48]], dtype=uint8), array([[66]], dtype=uint8), array([[363]], dtype=uint16), array([[210]], dtype=uint8), array([[44]], dtype=uint8), array(['02231.jpg'], dtype='<U9'))"
2231,"(array([[109]], dtype=uint8), array([[88]], dtype=uint8), array([[561]], dtype=uint16), array([[349]], dtype=uint16), array([[35]], dtype=uint8), array(['02232.jpg'], dtype='<U9'))"
2232,"(array([[31]], dtype=uint8), array([[2]], dtype=uint8), array([[357]], dtype=uint16), array([[176]], dtype=uint8), array([[28]], dtype=uint8), array(['02233.jpg'], dtype='<U9'))"
2233,"(array([[61]], dtype=uint8), array([[58]], dtype=uint8), array([[335]], dtype=uint16), array([[236]], dtype=uint8), array([[39]], dtype=uint8), array(['02234.jpg'], dtype='<U9'))"
2234,"(array([[203]], dtype=uint8), array([[497]], dtype=uint16), array([[2792]], dtype=uint16), array([[1959]], dtype=uint16), array([[66]], dtype=uint8), array(['02235.jpg'], dtype='<U9'))"
2235,"(array([[45]], dtype=uint8), array([[91]], dtype=uint8), array([[382]], dtype=uint16), array([[288]], dtype=uint16), array([[179]], dtype=uint8), array(['02236.jpg'], dtype='<U9'))"
2236,"(array([[14]], dtype=uint8), array([[41]], dtype=uint8), array([[291]], dtype=uint16), array([[165]], dtype=uint8), array([[161]], dtype=uint8), array(['02237.jpg'], dtype='<U9'))"
2237,"(array([[68]], dtype=uint8), array([[135]], dtype=uint8), array([[389]], dtype=uint16), array([[282]], dtype=uint16), array([[138]], dtype=uint8), array(['02238.jpg'], dtype='<U9'))"
2238,"(array([[55]], dtype=uint8), array([[41]], dtype=uint8), array([[969]], dtype=uint16), array([[673]], dtype=uint16), array([[133]], dtype=uint8), array(['02239.jpg'], dtype='<U9'))"
2239,"(array([[185]], dtype=uint8), array([[495]], dtype=uint16), array([[1497]], dtype=uint16), array([[964]], dtype=uint16), array([[4]], dtype=uint8), array(['02240.jpg'], dtype='<U9'))"
2240,"(array([[204]], dtype=uint8), array([[227]], dtype=uint8), array([[627]], dtype=uint16), array([[511]], dtype=uint16), array([[27]], dtype=uint8), array(['02241.jpg'], dtype='<U9'))"
2241,"(array([[36]], dtype=uint8), array([[72]], dtype=uint8), array([[594]], dtype=uint16), array([[413]], dtype=uint16), array([[64]], dtype=uint8), array(['02242.jpg'], dtype='<U9'))"
2242,"(array([[122]], dtype=uint8), array([[123]], dtype=uint8), array([[503]], dtype=uint16), array([[292]], dtype=uint16), array([[169]], dtype=uint8), array(['02243.jpg'], dtype='<U9'))"
2243,"(array([[180]], dtype=uint8), array([[152]], dtype=uint8), array([[461]], dtype=uint16), array([[362]], dtype=uint16), array([[22]], dtype=uint8), array(['02244.jpg'], dtype='<U9'))"
2244,"(array([[17]], dtype=uint8), array([[30]], dtype=uint8), array([[405]], dtype=uint16), array([[278]], dtype=uint16), array([[48]], dtype=uint8), array(['02245.jpg'], dtype='<U9'))"
2245,"(array([[128]], dtype=uint8), array([[203]], dtype=uint8), array([[922]], dtype=uint16), array([[710]], dtype=uint16), array([[164]], dtype=uint8), array(['02246.jpg'], dtype='<U9'))"
2246,"(array([[31]], dtype=uint8), array([[125]], dtype=uint8), array([[624]], dtype=uint16), array([[349]], dtype=uint16), array([[114]], dtype=uint8), array(['02247.jpg'], dtype='<U9'))"
2247,"(array([[86]], dtype=uint8), array([[131]], dtype=uint8), array([[507]], dtype=uint16), array([[384]], dtype=uint16), array([[79]], dtype=uint8), array(['02248.jpg'], dtype='<U9'))"
2248,"(array([[114]], dtype=uint8), array([[79]], dtype=uint8), array([[600]], dtype=uint16), array([[356]], dtype=uint16), array([[178]], dtype=uint8), array(['02249.jpg'], dtype='<U9'))"
2249,"(array([[19]], dtype=uint8), array([[39]], dtype=uint8), array([[630]], dtype=uint16), array([[351]], dtype=uint16), array([[188]], dtype=uint8), array(['02250.jpg'], dtype='<U9'))"
2250,"(array([[26]], dtype=uint8), array([[34]], dtype=uint8), array([[246]], dtype=uint8), array([[156]], dtype=uint8), array([[92]], dtype=uint8), array(['02251.jpg'], dtype='<U9'))"
2251,"(array([[35]], dtype=uint8), array([[53]], dtype=uint8), array([[272]], dtype=uint16), array([[190]], dtype=uint8), array([[162]], dtype=uint8), array(['02252.jpg'], dtype='<U9'))"
2252,"(array([[26]], dtype=uint8), array([[217]], dtype=uint8), array([[582]], dtype=uint16), array([[396]], dtype=uint16), array([[21]], dtype=uint8), array(['02253.jpg'], dtype='<U9'))"
2253,"(array([[52]], dtype=uint8), array([[49]], dtype=uint8), array([[668]], dtype=uint16), array([[354]], dtype=uint16), array([[124]], dtype=uint8), array(['02254.jpg'], dtype='<U9'))"
2254,"(array([[60]], dtype=uint8), array([[41]], dtype=uint8), array([[365]], dtype=uint16), array([[169]], dtype=uint8), array([[181]], dtype=uint8), array(['02255.jpg'], dtype='<U9'))"
2255,"(array([[9]], dtype=uint8), array([[33]], dtype=uint8), array([[256]], dtype=uint16), array([[109]], dtype=uint8), array([[22]], dtype=uint8), array(['02256.jpg'], dtype='<U9'))"
2256,"(array([[6]], dtype=uint8), array([[42]], dtype=uint8), array([[1022]], dtype=uint16), array([[366]], dtype=uint16), array([[57]], dtype=uint8), array(['02257.jpg'], dtype='<U9'))"
2257,"(array([[51]], dtype=uint8), array([[81]], dtype=uint8), array([[655]], dtype=uint16), array([[408]], dtype=uint16), array([[26]], dtype=uint8), array(['02258.jpg'], dtype='<U9'))"
2258,"(array([[14]], dtype=uint8), array([[19]], dtype=uint8), array([[450]], dtype=uint16), array([[274]], dtype=uint16), array([[44]], dtype=uint8), array(['02259.jpg'], dtype='<U9'))"
2259,"(array([[24]], dtype=uint8), array([[180]], dtype=uint8), array([[605]], dtype=uint16), array([[398]], dtype=uint16), array([[40]], dtype=uint8), array(['02260.jpg'], dtype='<U9'))"
2260,"(array([[76]], dtype=uint8), array([[31]], dtype=uint8), array([[574]], dtype=uint16), array([[261]], dtype=uint16), array([[185]], dtype=uint8), array(['02261.jpg'], dtype='<U9'))"
2261,"(array([[57]], dtype=uint8), array([[112]], dtype=uint8), array([[543]], dtype=uint16), array([[316]], dtype=uint16), array([[193]], dtype=uint8), array(['02262.jpg'], dtype='<U9'))"
2262,"(array([[89]], dtype=uint8), array([[129]], dtype=uint8), array([[532]], dtype=uint16), array([[412]], dtype=uint16), array([[177]], dtype=uint8), array(['02263.jpg'], dtype='<U9'))"
2263,"(array([[162]], dtype=uint8), array([[87]], dtype=uint8), array([[567]], dtype=uint16), array([[318]], dtype=uint16), array([[21]], dtype=uint8), array(['02264.jpg'], dtype='<U9'))"
2264,"(array([[39]], dtype=uint8), array([[72]], dtype=uint8), array([[653]], dtype=uint16), array([[462]], dtype=uint16), array([[75]], dtype=uint8), array(['02265.jpg'], dtype='<U9'))"
2265,"(array([[67]], dtype=uint8), array([[44]], dtype=uint8), array([[180]], dtype=uint8), array([[113]], dtype=uint8), array([[52]], dtype=uint8), array(['02266.jpg'], dtype='<U9'))"
2266,"(array([[28]], dtype=uint8), array([[67]], dtype=uint8), array([[479]], dtype=uint16), array([[284]], dtype=uint16), array([[19]], dtype=uint8), array(['02267.jpg'], dtype='<U9'))"
2267,"(array([[90]], dtype=uint8), array([[65]], dtype=uint8), array([[546]], dtype=uint16), array([[397]], dtype=uint16), array([[71]], dtype=uint8), array(['02268.jpg'], dtype='<U9'))"
2268,"(array([[13]], dtype=uint8), array([[124]], dtype=uint8), array([[1967]], dtype=uint16), array([[1464]], dtype=uint16), array([[95]], dtype=uint8), array(['02269.jpg'], dtype='<U9'))"
2269,"(array([[137]], dtype=uint8), array([[164]], dtype=uint8), array([[761]], dtype=uint16), array([[421]], dtype=uint16), array([[101]], dtype=uint8), array(['02270.jpg'], dtype='<U9'))"
2270,"(array([[18]], dtype=uint8), array([[24]], dtype=uint8), array([[250]], dtype=uint8), array([[166]], dtype=uint8), array([[125]], dtype=uint8), array(['02271.jpg'], dtype='<U9'))"
2271,"(array([[41]], dtype=uint8), array([[31]], dtype=uint8), array([[753]], dtype=uint16), array([[468]], dtype=uint16), array([[183]], dtype=uint8), array(['02272.jpg'], dtype='<U9'))"
2272,"(array([[228]], dtype=uint8), array([[83]], dtype=uint8), array([[1253]], dtype=uint16), array([[887]], dtype=uint16), array([[23]], dtype=uint8), array(['02273.jpg'], dtype='<U9'))"
2273,"(array([[57]], dtype=uint8), array([[50]], dtype=uint8), array([[388]], dtype=uint16), array([[218]], dtype=uint8), array([[4]], dtype=uint8), array(['02274.jpg'], dtype='<U9'))"
2274,"(array([[66]], dtype=uint8), array([[92]], dtype=uint8), array([[492]], dtype=uint16), array([[336]], dtype=uint16), array([[109]], dtype=uint8), array(['02275.jpg'], dtype='<U9'))"
2275,"(array([[53]], dtype=uint8), array([[80]], dtype=uint8), array([[310]], dtype=uint16), array([[175]], dtype=uint8), array([[57]], dtype=uint8), array(['02276.jpg'], dtype='<U9'))"
2276,"(array([[96]], dtype=uint8), array([[46]], dtype=uint8), array([[487]], dtype=uint16), array([[186]], dtype=uint8), array([[137]], dtype=uint8), array(['02277.jpg'], dtype='<U9'))"
2277,"(array([[99]], dtype=uint8), array([[93]], dtype=uint8), array([[690]], dtype=uint16), array([[477]], dtype=uint16), array([[132]], dtype=uint8), array(['02278.jpg'], dtype='<U9'))"
2278,"(array([[36]], dtype=uint8), array([[40]], dtype=uint8), array([[999]], dtype=uint16), array([[751]], dtype=uint16), array([[194]], dtype=uint8), array(['02279.jpg'], dtype='<U9'))"
2279,"(array([[190]], dtype=uint8), array([[139]], dtype=uint8), array([[508]], dtype=uint16), array([[394]], dtype=uint16), array([[132]], dtype=uint8), array(['02280.jpg'], dtype='<U9'))"
2280,"(array([[56]], dtype=uint8), array([[33]], dtype=uint8), array([[579]], dtype=uint16), array([[395]], dtype=uint16), array([[93]], dtype=uint8), array(['02281.jpg'], dtype='<U9'))"
2281,"(array([[186]], dtype=uint8), array([[177]], dtype=uint8), array([[1284]], dtype=uint16), array([[819]], dtype=uint16), array([[112]], dtype=uint8), array(['02282.jpg'], dtype='<U9'))"
2282,"(array([[8]], dtype=uint8), array([[48]], dtype=uint8), array([[296]], dtype=uint16), array([[194]], dtype=uint8), array([[186]], dtype=uint8), array(['02283.jpg'], dtype='<U9'))"
2283,"(array([[16]], dtype=uint8), array([[45]], dtype=uint8), array([[291]], dtype=uint16), array([[157]], dtype=uint8), array([[188]], dtype=uint8), array(['02284.jpg'], dtype='<U9'))"
2284,"(array([[1]], dtype=uint8), array([[5]], dtype=uint8), array([[396]], dtype=uint16), array([[213]], dtype=uint8), array([[174]], dtype=uint8), array(['02285.jpg'], dtype='<U9'))"
2285,"(array([[125]], dtype=uint8), array([[339]], dtype=uint16), array([[2008]], dtype=uint16), array([[1332]], dtype=uint16), array([[8]], dtype=uint8), array(['02286.jpg'], dtype='<U9'))"
2286,"(array([[12]], dtype=uint8), array([[20]], dtype=uint8), array([[377]], dtype=uint16), array([[281]], dtype=uint16), array([[34]], dtype=uint8), array(['02287.jpg'], dtype='<U9'))"
2287,"(array([[151]], dtype=uint8), array([[20]], dtype=uint8), array([[551]], dtype=uint16), array([[221]], dtype=uint8), array([[122]], dtype=uint8), array(['02288.jpg'], dtype='<U9'))"
2288,"(array([[54]], dtype=uint8), array([[19]], dtype=uint8), array([[233]], dtype=uint8), array([[147]], dtype=uint8), array([[165]], dtype=uint8), array(['02289.jpg'], dtype='<U9'))"
2289,"(array([[65]], dtype=uint8), array([[15]], dtype=uint8), array([[232]], dtype=uint8), array([[116]], dtype=uint8), array([[119]], dtype=uint8), array(['02290.jpg'], dtype='<U9'))"
2290,"(array([[17]], dtype=uint8), array([[53]], dtype=uint8), array([[607]], dtype=uint16), array([[443]], dtype=uint16), array([[94]], dtype=uint8), array(['02291.jpg'], dtype='<U9'))"
2291,"(array([[2]], dtype=uint8), array([[15]], dtype=uint8), array([[83]], dtype=uint8), array([[61]], dtype=uint8), array([[18]], dtype=uint8), array(['02292.jpg'], dtype='<U9'))"
2292,"(array([[37]], dtype=uint8), array([[415]], dtype=uint16), array([[1528]], dtype=uint16), array([[1060]], dtype=uint16), array([[178]], dtype=uint8), array(['02293.jpg'], dtype='<U9'))"
2293,"(array([[40]], dtype=uint8), array([[35]], dtype=uint8), array([[424]], dtype=uint16), array([[256]], dtype=uint16), array([[86]], dtype=uint8), array(['02294.jpg'], dtype='<U9'))"
2294,"(array([[8]], dtype=uint8), array([[141]], dtype=uint8), array([[618]], dtype=uint16), array([[344]], dtype=uint16), array([[70]], dtype=uint8), array(['02295.jpg'], dtype='<U9'))"
2295,"(array([[101]], dtype=uint8), array([[66]], dtype=uint8), array([[555]], dtype=uint16), array([[407]], dtype=uint16), array([[68]], dtype=uint8), array(['02296.jpg'], dtype='<U9'))"
2296,"(array([[32]], dtype=uint8), array([[62]], dtype=uint8), array([[603]], dtype=uint16), array([[423]], dtype=uint16), array([[120]], dtype=uint8), array(['02297.jpg'], dtype='<U9'))"
2297,"(array([[82]], dtype=uint8), array([[103]], dtype=uint8), array([[973]], dtype=uint16), array([[669]], dtype=uint16), array([[111]], dtype=uint8), array(['02298.jpg'], dtype='<U9'))"
2298,"(array([[131]], dtype=uint8), array([[15]], dtype=uint8), array([[459]], dtype=uint16), array([[205]], dtype=uint8), array([[68]], dtype=uint8), array(['02299.jpg'], dtype='<U9'))"
2299,"(array([[13]], dtype=uint8), array([[10]], dtype=uint8), array([[298]], dtype=uint16), array([[194]], dtype=uint8), array([[105]], dtype=uint8), array(['02300.jpg'], dtype='<U9'))"
2300,"(array([[54]], dtype=uint8), array([[75]], dtype=uint8), array([[449]], dtype=uint16), array([[300]], dtype=uint16), array([[120]], dtype=uint8), array(['02301.jpg'], dtype='<U9'))"
2301,"(array([[50]], dtype=uint8), array([[168]], dtype=uint8), array([[937]], dtype=uint16), array([[501]], dtype=uint16), array([[126]], dtype=uint8), array(['02302.jpg'], dtype='<U9'))"
2302,"(array([[27]], dtype=uint8), array([[151]], dtype=uint8), array([[623]], dtype=uint16), array([[391]], dtype=uint16), array([[50]], dtype=uint8), array(['02303.jpg'], dtype='<U9'))"
2303,"(array([[38]], dtype=uint8), array([[74]], dtype=uint8), array([[244]], dtype=uint8), array([[179]], dtype=uint8), array([[16]], dtype=uint8), array(['02304.jpg'], dtype='<U9'))"
2304,"(array([[83]], dtype=uint8), array([[64]], dtype=uint8), array([[269]], dtype=uint16), array([[158]], dtype=uint8), array([[8]], dtype=uint8), array(['02305.jpg'], dtype='<U9'))"
2305,"(array([[29]], dtype=uint8), array([[95]], dtype=uint8), array([[557]], dtype=uint16), array([[375]], dtype=uint16), array([[77]], dtype=uint8), array(['02306.jpg'], dtype='<U9'))"
2306,"(array([[11]], dtype=uint8), array([[43]], dtype=uint8), array([[472]], dtype=uint16), array([[232]], dtype=uint8), array([[150]], dtype=uint8), array(['02307.jpg'], dtype='<U9'))"
2307,"(array([[44]], dtype=uint8), array([[79]], dtype=uint8), array([[584]], dtype=uint16), array([[392]], dtype=uint16), array([[67]], dtype=uint8), array(['02308.jpg'], dtype='<U9'))"
2308,"(array([[25]], dtype=uint8), array([[86]], dtype=uint8), array([[306]], dtype=uint16), array([[245]], dtype=uint8), array([[46]], dtype=uint8), array(['02309.jpg'], dtype='<U9'))"
